run_id,model,precision,recall,mAP50,mAP75,mAP50-95,val_box_loss,val_cls_loss,val_dfl_loss,inference_ms_colab,model_size_mb,best_path
20260907_012956,yolov8n,0.9994987017866055,0.9940119760479041,0.995,0.8557274045366297,0.6997210674526158,1.08587,0.45331,0.99156,2.9673623277732175,5.935953140258789,/content/drive/MyDrive/gate_center_yolo_model_comparison/runs/20260907_012956/training_results/yolov8n/weights/best.pt
20260907_012956,yolo11n,0.9995636288186954,0.9940119760479041,0.995,0.89193333088734,0.7088716757206701,1.0808,0.45353,1.10285,2.9281053611106875,5.196802139282227,/content/drive/MyDrive/gate_center_yolo_model_comparison/runs/20260907_012956/training_results/yolo11n/weights/best.pt
20260907_012956,yolo26n,0.9981908932072562,0.9940119760479041,0.995,0.8958359696086983,0.7078914364536095,1.09828,0.40003,,3.3402911666699864,5.113530158996582,/content/drive/MyDrive/gate_center_yolo_model_comparison/runs/20260907_012956/training_results/yolo26n/weights/best.pt
